Company name,City / Location,Industry Segment,Website,Revenue Band,DSIR Recognition Evidence,Promoter / Decision-Maker,Growth Signals
N R GOLD LIMITED,"Bldg., 18/22 Shaikh Memon Street, Kalbadevi , Mumbai, Maharashtra , 400002 India Promoters Sanjay Jain, Rinku Jain and Barbelo Estates LLP Promoter Group Companies, individuals and entities (other than companies) as defined under Regulation 2 sub-regulation (pp) of the SEBI ICDR Regulations, 2018. “you”, “your” or “yours” Prospective Investors in this Issue",See DRHP ‘Industry / Business overview’ section.,www.ifinservices.in; www.nrgold.com; www.skylinerta.com; www.wealthminenetworks.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure
Radiant Innovative Manufacturing Limited,"Unit No. 412-413, Best Business Park, Plot No. P- 2, Netaji Subhash Place, New Delhi- 110034, India N.A. Ms. Himanshi Saluja Company Secretary & Compliance Officer investors@radiantiml.com & 011-45952200 www.radiantiml.com NAME OF PROMOTER(S) OF THE COMPANY MR. NITIN BAHL AND MR. NALIN BAHL DETAILS OF OFFER TO PUBLIC, PROMOTERS/ SELLING SHAREHOLDERS",See DRHP ‘Industry / Business overview’ section.,www.narnolia.com; www.radiantiml.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned; subsidiary / group structure
Neev Credit Limited,"PERSON TELEPHONE AND EMAIL WEBSITE Room number 408, 4th Floor, PS IXL Building, Atghora, Chinar Park, Parganas North 24, Kolkata, West Bengal- 700136 India Srivatsa Arcade, No. 6, Ground Floor, 12 th Cross, Wilson Garden, Bangalore- 560027, Karnataka, India. Deepika Bhutra Tel. No: +91 70440 24108 Email Id: compliance@neevcredit.com",See DRHP ‘Industry / Business overview’ section.,www.neevfinance.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Austere Systems Limited,"TELEPHONE WEBSITE Office 301-303, A Square, Plot No. 34 A DC Sector 26, Pradhikaran, Pune, Maharashtra, India, 411044 Unit No 120 First Floor Vipul Plaza, Suncity Sector -54, DLF QE, Gurgaon, Dlf Qe, Haryana, India, 122002 Ms. Shampa Juneja Company Secretary and Compliance Officer Email-id: compliance@austere.co.in Tel.: +91 97738 23372 www.austeresystems.com",Summary of Financial Information: A summary of the financial information of,www.austeresystems.com; www.gyrcapitaladvisors.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Takyon Networks Limited,"CP 37, Viraj Khand Gomti Nagar, Lucknow – 226 010, Uttar Pradesh, India Pooja Sharma Company Secretary & Compliance Officer E-mail: cs@takyon.co.in Tel No: +91-0522-6656617 Website: www.takyon.co.in",See DRHP ‘Industry / Business overview’ section.,www.cameoindia.com; www.hemsecurities.com; www.takyon.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Shanmuga Hospital Limited,"For further details of change in name and registered office of our company, please refer to section titled “",See DRHP ‘Industry / Business overview’ section.,www.shanmugahospital.com,3 crores,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Veer Pratap Reddy Gandluru; Mr. S. Ramakrishna Iyengar INTEGRATED REGISTRY MANAGEMENT,subsidiary / group structure
LIOTECH INDUSTRIES LIMITED,LEAD MANAGER TO THE ISSUE REGISTAR TO THE ISSUE,See DRHP ‘Industry / Business overview’ section.,www.kfintech.com; www.liotechindustries.in; www.wealthminenetworks.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,capex / capital expenditure
IKEDA LIMITED,"W.E.A., Karol Bagh, New Delhi, Central Delhi, Delhi, India, 110005",See DRHP ‘Industry / Business overview’ section.,www.finkeda.com; www.ftfinsec.com; www.maashitla.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure
Aten Papers and Foam Limited,"Madhav Nagar, 11/12 S V Road, Andheri West, Mumbai City – 400058 (Maharashtra). Merchant Banking Division Address: 48 Jaora Compound, M.Y .H Road, Indore (MP) – 452001; Telephone Number: +91-22-26254568-69 / 0731-6644244; Email Id: merchantbanking@swastika.co.in; Investors Grievance Id: mb.investorgreivance@swastika.co.in; Website: WWW.swastika.co.in",See DRHP ‘Industry / Business overview’ section.,www.atenpapers.com; www.skylinerta.com; www.swastika.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Neha Munot. PROMOTERS OF OUR,subsidiary / group structure
NEETU YOSHI LIMITED,"Jakhan, Rajpur Road, Dehradun, Dehradun, Uttarakhand, India-248001 “we”, “us” and “our” Unless the context otherwise indicates or implies, refers to our Company together with our Subsidiaries, on a consolidated basis as on the date of this Draft Red Herring Prospectus. “you”, “your” or “yours” Prospective investors in this Issue",See DRHP ‘Industry / Business overview’ section.,www.neetuyoshi.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure
Srigee DLM Limited,PDF parse error: PdfStreamError,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,
Nukleus Office Solutions Limited,"1102, Barakhamba Tower, 22 Barakhamba Road, Connaught Place, New Delhi - 110 001, India Nukleus Co-working & Managed Offices, Plot No 29, Sector 142, Noida - 201 305, Uttar Pradesh, India Pooja Jaiswal, Company Secretary & Compliance Officer Tel.: +91 96 6704 9487 E-mail: cs@nukleus.work www.nukleus.work PROMOTERS OF OUR COMPANY: NIPUN GUPTA AND PUJA GUPTA",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.nukleus.work; www.sundaecapital.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Malpani Pipes & Fittings Limited,"Area, Ratlam, Madhya Pradesh-457001, India. Promoters Rohit Malpani, Mohit Malpani and Harsh Malpani Promoter Group Companies, individuals and entities (other than companies) as defined under Regulation 2 sub-regulation (pp) of the SEBI ICDR Regulations, 2018. “you”, “your” or “yours” Prospective Investors in this Issue",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.ifinservices.in; www.malpanipipes.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Rohit Malpani; Harsh Malpani; Mohit Malpani,ISO certification mentioned
Praruh Technologies Limited,refer to the section title “History and Corporate Structure” on page no. 152 of this Draft Red Herring Prospectus. Telephone: +911203583845; Website: www.praruh.in ; E-mail: compliance@praruh.in Company Secretary and Compliance Officer: Ms. Geeta Kumari,See DRHP ‘Industry / Business overview’ section.,www.corporatemakers.in; www.maashitla.com; www.praruh.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Geeta Kumari OUR; Ms. Geeta Kumari Company Secretary; Mr. Jitender Kumar ISSUE RELATED TERMS Term; Mr. Visal Prakash; Mr. Amar Deep Sharma; Ms. Pariza Chaturvedi; Ms. Nilam Pandey; Mr. Vikash Prakash,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Paradeep Parivahan Limited,"Odisha. Subsequently, our Company was converted into a Public Limited Company pursuant to shareholders resolution passed at the Extra Ordinary General Meeting of the Company held on March 06, 2024 and the name of our Company was changed from “Paradeep Parivahan Private Limited” to “Paradeep Parivahan Limited” vide a fresh Certificate of Incorporation dated June 03, 2024 having",See DRHP ‘Industry / Business overview’ section.,www.paradeepparivahan.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Khalid Khan Managing Director Tel No; Mr. Khalid Khan PROMOTERS OF OUR; Mr. Khalid Khan; Ms. Fouzia Khan; Mr. Pravat Kumar Nandi; Ms. Parbati Priya Nandi; Ms. Alka Bothra; Mr. Faisal Khan; Mr. Nasir Uddin Khan,capex / capital expenditure; subsidiary / group structure
SOLARIUM GREEN ENERGY LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).
NAPS Global India Limited,"“we”, “us” or “our” Unless the context otherwise indicates or implies, refers to our Company. “you”, “your”, or “yours” Prospective Investor in this issue",See DRHP ‘Industry / Business overview’ section.,www.afsl.co.in; www.cameoindia.com; www.napsglobalindia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure
Leo Dryfruits & Spices Trading Limited,"Office Contact Person Email and Telephone Website A 812, MIDC Khairane, Thane Belapur Rd, TTC Industrial Area, Koperkhairane, Thane, Maharashtra-400705, India N.A. Ms. Pratibha Kumari Bharadia Company Secretary and Compliance Officer Email: info@leodryfruitsandspices.com",See DRHP ‘Industry / Business overview’ section.,www.leodryfruitsandspices.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Pratibha Kumari Bharadia Company Secretary; Ms. Tanya Goyal E-mail; Ms. Pratibha Kumari Bharadia; Mr. Kaushik Sobhagchand Shah. MOA; Mr. Parth Ashish Mehta. NRIs; Mr. Kaushik Sobhagchand Shah; Mr. Ketan Sobhagchand Shah; Mr. Parth Ashish Mehta. For; Mr. Ashish Jaswantrai Mehta; Mr. Parth Ashish Mehta. Stakeholders Relationship Committee,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Adcounty Media India Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Ashita Agrawal Our; Mr. Chandan Garg; Mr. Aditya Jangid; Mr. Abbhinav Rajendra Jain; Mr. Delphin Varghese; Ms. Vartika Dangayach; Mr. Bhupinder Singh Bindra; Mr. Chandan Garg. Our; Mr. Rajveer Singh,Not assessed (no machine-readable text).
INDOBELL INSULATIONS LIMITED,and Certain Corporate Matters” beginning on page no 136 of the Draft Prospectus.,See DRHP ‘Industry / Business overview’ section.,www.finshoregroup.com; www.indobell.com; www.integratedregistry.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Sanjay Agarwal Company Secretary; Mr. Vijay Burman; Mr. Man Mohan Burman; Ms. Megha Burman; Ms. Raksha Burman DETAILS OF OFFER TO; Mr. S. Ramakrishna Iyengar Email; Mr. S. Giridhar Email; Mr. Sanjay Agarwal; Ms. Raksha Burman. Promoter Group Includes; Mr. Abhirup Bose,ISO certification mentioned
Solar91 Cleantech Limited,"incorporation consequent upon conversion dated July 22, 2024 bearing",See DRHP ‘Industry / Business overview’ section.,www.maashitla.com; www.narnolia.com; www.solar91.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Harshit Jain; Mr. Pankaj Pasi Website; Mr. Mukul Agrawal CIN; Mrs. Surbhi Toshniwal. This; Mr. Dhawal Gaurang Vasavada; Mr. Saurabh Vyas; Mr. Prateek Agrawal; Mr. Sandeep Gurnani,subsidiary / group structure
CRYOGENIC OGS LIMITED,Download failed (timeout or HTTP error).,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,
Astonea Labs Ltd,"House No. 1358, 1st Floor Sector-22B, Chandigarh, 160022 SCO 331, Second Floor, Sector 9, Panchkula, Haryana – 134113 M Company Secretary and Compliance Officer Type Fresh Issue Size (In Lakh) Offer For Sale Size Fresh Issue Fresh Issue of up to 27,90,000 Equity Shares of face value of ₹ [●] each aggregating up to ₹ [●] Lakhs NIL",See DRHP ‘Industry / Business overview’ section.,https://www.astonea.org/,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Avneet Kaur; Ms. Alka Mishra Email; Mr. Murali Krishna; Mr. Ashish Gulati,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
DSM Fresh Foods Limited,"consequent upon conversion dated July 09, 2024, bearing",See DRHP ‘Industry / Business overview’ section.,https://www.zappfresh.com/; www.maashitla.com; www.narnolia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. DEEPANSHU MANCHANDA; Mrs. PRIYA AGGARWAL ADDENDUM TO THE DRAFT; Mr. Rajveer Singh Website; Mr. Mukul Agrawal CIN; Mr. Deepanshu Manchanda; Mrs. Priya Aggarwal. For; Mr. Sandeep Kumar; Mr. Sajit Kumar; Ms. Shruti Gochhwal; Mr. Mange Ram Gochhwal,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Technichem Organics Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Thakkar Parth; Mr. Bharat Jayantilal Pandya MOA; Mr. Bharat Jayantilal Pandya; Mr. Pandya Anilkumar Jayantilal; Mr. Pandya Anilkumar Jayantilal. Stakeholders Relationship Committee; Mr. Piyush Maganlal Nathwani KEY PERFORMANCE INDICATORS,Not assessed (no machine-readable text).
