Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model,Step8_Reject_Tags,Step8_Dedupe_Winner_Company,Step8_Dedupe_Basis
Times Green Energy (India) Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unspecified_see_drhp,www.afsl.co.in; www.bigshareonline.com; www.timesgreenenergy.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Ashutosh Shukla; Mrs. Dinne Lakshmi Jumaal; Mrs. Kanuparthi Vani THE ISSUE PUBLIC ISSUE; Mrs. Dinne Lakshmi Juma; Mrs. Kanuparthi Vani Promoter Group Such; Mr. Srinivas Prasad Kanuparthi Company Secretary; Mr Ashutosh Shukla. Director,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
Tipco Engineering India Limited,"taken by any regulatory authorities in future, for such delay filings/non filings with provisions of corporate or any other law could impact the financial position of the Company to that extent.",unspecified_see_drhp,https://tipcoengineering.com/; www.maashitla.com; www.shcapl.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,55.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,0.0,5.0,5.0,55.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Nanta Tech Limited,website_host
Toss the Coin Limited,which inter-alia include clerical errors by our Company with the ROC,unspecified_see_drhp,www.beelinemb.com; www.linkintime.co.in; www.tossthe.co.in,₹0–5 Cr (approx from lakhs),no_structured_differentiation_tag,DRHP: Ms. Pooja Jain; Mr. Narayanan Jayan Place; Mr. Nikhil Shah SEBI Registration No; Mr. Nikhil Shah CIN,hiring / recruitment; subsidiary / group structure,bse_sme_ipo_drhp_pipeline|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|workforce_scaling_signal|hiring|recruitment|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Trafiksol ITS Technologies Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
TRANSTEEL SEATING TECHNOLOGIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Shiraz Ibrahim Managing Director Email Id; Ms. Dimple Magharam Slun Email; Mr. Asif Sayyed Email; Mr. Shiraz Ibrahim; Ms. Nasreen Shiraz,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Transvoy Logistics India Limited,CORPORATE OFFICE CONTACT PERSON TELEPHONE AND EMAIL,unspecified_see_drhp,www.beelinemb.com; www.linkintime.co.in; www.transvoy.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Ravindrakumar Kumarchandra Joshi,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Travels & rentals Limited,titled “Our History and Certain Corporate Matters ” beginning on page no 137 of the Prospectus.,unspecified_see_drhp,www.cameoindia.com; www.finshoregroup.com; www.travelsandrentals.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Jaya Jain,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Trident Lifeline Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Kunal Amrishbhai Chauhan Tel No; Mr. Nikhil Shah Email; Mr. Kunal Amrishbhai Chauhan PROMOTERS OF; Mr. Hardik Jigishkumar Desai; Mr. Mayurkumar Mansukhbhai Gajera; Mrs. Rinkal Mayurbhai Gajera; Mr. Tarang Nathabhai Gajera; Mr. Mohak Nathabhai Gajera; Mr. Hardik Jigishkumar Desai Chief Financial Officer; Mr. Mayurkumar Mansukhbhai Gajera Company Secretary,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Tutorials Point (India) Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Mohammad Mohtashim. Nomination; Mr. Mohammad Mohtashim; Mrs. Mahnaz Fatima Promoter Group Persons,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Twinkle Papers limited,Delhi-110001 Telephone: +91 9910990488 Email: mb@ftfinsec,unspecified_see_drhp,https://twinklepapers.com/; https://www.alankit.com/; www.novuscaps.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,capacity expansion; hiring / recruitment; facility expansion,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|capacity_expansion|hiring|recruitment|facility_expansion,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,45.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,5.0,45.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Autofurnish Limited,website_host
Udaan Paper Industries Limited,"Pithampur, Madhya Pradesh, India - 454774.",unspecified_see_drhp,https://serencapital.in/; https://www.udaanindustries.com/; www.bigshareonline.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Babu Rapheal; Mr. Yash Bakliwal; Mr. Sapan Bakliwal; Ms. Shubhangi Jain,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Recode Studios Limited,website_host
Ullu Digital Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Sheriya Jain Company Secretary; Mr. Pankaj Passi SEBI Registration Number; Ms. Sheriya Jain OUR; Ms. Sheriya Jain. Depositories Act The Depositories; Mr. Vibhu Agarwal; Mrs. Megha Agarwal. Promoters Group,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Ultra Rich Weddings Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Saurabh Goswami Type Fresh Issue Size; Mr. SAURABH GOSWAMI THE ISSUE INITIAL PUBLIC; Mr. Saurabh Goswami Promoter Group Companies; Ms. Nidhi Patel. Chief Financial Officer; Mr. Manish Shrivastava. Act; Mr. Saurabh Goswami,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Umiya Mobile Limited,Office Contact Person Email and Telephone Website Plot No,unspecified_see_drhp,www.bigshareonline.com; www.shcapl.com; www.umiyamobile.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Jadwani Kishorbhai Premjibhai; Mr. Jadvani Girishkumar Premjibhai; Mr. Vijesh Premjibhai Patel,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Nanta Tech Limited,website_host
Unified Data- Tech Solutions Limited,PDF parse error: PdfStreamError,unknown,,unknown,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
United Cotfab Limited,See DRHP ‘General Information’ — address not matched by pattern.,unspecified_see_drhp,www.beelinemb.com; www.purvashare.com; www.unitedcotfab.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Muskan Kashyap PROMOTERS OF OUR; Mr. Nirmalkumar Mangalchand Mittal; Mr. Gagan Nirmalkumar Mittal; Ms. Muskan Kashyap Mobile No; Mr. Nikhil Shah Email; Ms. Deepali Dhuri Email,capex / capital expenditure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
V R FILMS & STUDIOS LIMITED,Download failed (timeout or HTTP error).,unknown,,unknown,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Valplast Technologies Limited,"was U45400HR2014FLC094931. Further, pursuant to our email dated September 26, 2023, and January 11, 2024, to Registrar of companies, Delhi, our",unspecified_see_drhp,www.bigshareonline.com; www.fintellectualadvisors.com; www.valplastech.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U45400HR2014FLC094931,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,25.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,0.0,25.0,0.0,rules_only,duplicate_dedupe|basis:website_host,R. P. Multimetals Limited,website_host
VARYAA CREATIONS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Akshita Agrawal; Ms. Mala Soneji; Mr. Ronak Bhatt Tel No; Mr. Asif Sayeed Te; Ms. Akshita Agrawal Director; Mrs. Pooja Vineet Naheta Materiality Policy; Mrs. Pooja Vineet Naheta; Mrs. Sarika Amit Naheta Promoter Companies,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Vashishtha Luxury Fashion Limited,Information” and “History and Certain Corporate Matters” beginning on page 50 and 144 respectively of the Draft Red Herring Prospectus.,unspecified_see_drhp,www.bigshareonline.com; www.expertglobal.in; www.vashishthaluxuryfashion.com,₹0–5 Cr (approx from lakhs),no_structured_differentiation_tag,DRHP: Mr. Shobit R. Agarwal SEBI; Mr. Abhishek Jain SEBI Registration No. INZ; Ms. Krupali Thakkar; Mr. Ravindra Dhareshivkar; Mr. Mustak Odiya; Ms. Archana Odiya DETAILS OF OFFER TO,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Royal Sense Limited,website_host
