Company Name,City/Location,Industry Segment,Website,Revenue Band,DSIR Recognition Evidence,Promoter/Decision-Maker,Growth Signals,Source
Liqvd Digital India Limited,"AT LEAST TW O WORKING DAYS PRIOR TO THE BID/ OFFER OPENING DATE AND SHALL BE MADE AVAILABLE TO THE SME PLATFORM OF BSE (“BSE SME”) FOR THE PURPOSES OF UPLOADING ON THEIR WEBSITE, IN ACCORDANCE WITH THE SEBI ICDR REGULATIONS.",See DRHP ‘Industry / Business overview’ section.,https://liqvd.asia/,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,BSE DRHP
Locksworth Infrastructure Limited,"Trade Centre, Plot No - P- 1 Netaji Subhash Place, Shakur Pur I Block, North West Delhi, India, 110034",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.gyrcapitaladvisors.com; www.locksworth.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Vipin Kumar Chaurasia,ISO certification mentioned; subsidiary / group structure,BSE DRHP
Logiciel Solutions Limited,"The registered office of our company is situated at H.NO. 9-A, Main Road Sunder Nagar, Ludhiana, Punjab, 141007, India . For further details, please refer to section titled “",See DRHP ‘Industry / Business overview’ section.,www.fintellectualadvisors.com; www.logiciel.io; www.maashitla.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mrs. Geetanjali Nerchehal PROMOTER OF OUR; Mrs. Geetanjali Nerchehal Company Secretary; Mr. Amit Puri; Mr. Pramod Negi SEBI Registration Number,digital / hiring channel mention; facility expansion,BSE DRHP
Lorven International Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Sohil Nitin Savla. CIN Corporate Identification; Ms. Meenakshi Jain Depositories Act The Depositories; Pankaj Baldevkumar Aggarwal; Sangeeta Deepak Aggarwal; Rupen Deepak,Not assessed (no machine-readable text).,BSE DRHP
Luxury Time Limited,Identification Number of our Company is U74900DL2008PLC182377. For further details please refer to t he chapter titled “History and Certain Corporate Matters” beginning on Page No. 132 of this Draft Red Herring Prospectus.,See DRHP ‘Industry / Business overview’ section.,www.gyrcapitaladvisors.com; www.luxurytimeindia.com; www.masserv.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
M P K STEELS (I) LIMITED,100% Book Built Issue,See DRHP ‘Industry / Business overview’ section.,www.mpksteels.com,Extract from restated financials in DRHP (pattern not matched).,DRHP references DSIR / industrial research — verify exact status in full document.,DRHP: Ms. Priyanka Jain Company Secretary; Mr. Manoj Upadhyay; Mr. Suresh Kumar Sharma; Mrs. Nidhi Upadhyay; Mrs. Santosh Devi Sharma; Ms. Priyanka Jain,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
M.R.MANIVENI FOODS LIMITED,"Chennai, Andaman and Nicobar Islands, bearing Corporate Identity Number (",See DRHP ‘Industry / Business overview’ section.,https://www.mrgolddhall.com/; www.bigshareonline.com; www.capitalsquare.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: K R MANIKANDAN; M CHANDRA AND K SELVAM,capacity expansion; ISO certification mentioned,BSE DRHP
MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Nidhi Jaiswal,Not assessed (no machine-readable text).,BSE DRHP
Macfos Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Sagar Subhash Gulhane; Mr. Binod Prasad CIN Corporate Identification Number,Not assessed (no machine-readable text).,BSE DRHP
MACH CONFERENCES AND EVENTS LIMITED,CORPORATE OFFICE CONTACT PERSON TELEPHONE AND EMAIL,See DRHP ‘Industry / Business overview’ section.,www.machconferences.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,BSE DRHP
Mafia Trends Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,BSE DRHP
MAGENTA LIFECARE LIMITED,"N P Patel Estate, A & T Padamla, Vadodara – 391350, Gujarat, India. NA Anita Kumawat , Company Secretary & Compliance Officer info@magentalifecare.com",See DRHP ‘Industry / Business overview’ section.,https://wisdom.cameoindia.com; https://www.magentamattresses.com; www.cameoindia.com; www.fedsec.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Mahamaya Lifesciences Limited,"TELEPHONE WEBSITE Unit No: DPT – 033, Ground Floor, Plot No: 79 – 80, DLF Prime Tower, F – Block, Okhla, Phase – 1 New Delhi – 110020, India. 337-338, 3rd Floor, Tower-B, Spaze I Tech Park, Sector-49, Sohna Road, Gurugram-122001, Haryana",See DRHP ‘Industry / Business overview’ section.,https://www.mahamayalifesciences.com/; www.kfintech.com; www.oneviewadvisors.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Krishnamurthy Ganesan,ISO certification mentioned,BSE DRHP
Maharaja & Speedex India Limited,"53/27 GT Karnal Road Village Alipur, Near Alipur Police Station, New Delhi, Delhi-110036. “we”, “us” and “our” Unless the context otherwise indicates or implies refers to our Company. “you”, “your” or “yours” Prospective investors in the Offer.",See DRHP ‘Industry / Business overview’ section.,https://speedexind.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted — verify in IPO prospectus or LinkedIn.,subsidiary / group structure,BSE DRHP
Mahip Industries Ltd,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Annapoornaben Tarunkumar Agrawal; Mr. Lalit Kumar Verma Companies Act; Mr. Rajiv Govindram Agrawal; Mr. Rajesh Jain; Mr. Bansidhar Jain; Mrs. Anita Garg; Mr. Sanjeev Garg; Mrs. Renu Jain; Mrs. Kaushiya Jain Stakeholders Relationship Committee Stakeholder,Not assessed (no machine-readable text).,BSE DRHP
Maiden Forgings Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Monika Negi Company Secretary; Ms. Monika Negi; Mr. Nishant Garg; Ms. Nivedita Garg THE ISSUE INITIAL PUBLIC; Ms. Nivedita Garg,Not assessed (no machine-readable text).,BSE DRHP
Malpani Pipes & Fittings Limited,"Area, Ratlam, Madhya Pradesh-457001, India. Promoters Rohit Malpani, Mohit Malpani and Harsh Malpani Promoter Group Companies, individuals and entities (other than companies) as defined under Regulation 2 sub-regulation (pp) of the SEBI ICDR Regulations, 2018. “you”, “your” or “yours” Prospective Investors in this Issue",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.ifinservices.in; www.malpanipipes.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Rohit Malpani; Harsh Malpani; Mohit Malpani,ISO certification mentioned,BSE DRHP
Mangal compusolution limited,Corporate Identity Number (,See DRHP ‘Industry / Business overview’ section.,www.jawacapital.in; www.kfintech.com; www.mangalcompusolution.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Foram Rakeshkumar Shah; Mr. Mukesh Khandubhai Desai; Mrs. Binny Pathik Desai; Ms. Archana Sharma SEBI Registration No; Mr. M.Murali Krish; Mr. M.Murali Krishna SEBI Registration No,subsidiary / group structure,BSE DRHP
Mangalam Alloys Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Viplove Singh Kushwah; Mr. Uttamchand Chandanmal Mehta; Mr. Tushar Uttamchand Mehta. Promoter Group Includes; Mr. Uttamchand Mehta; Mr. Maheshchand Jain. Stock Exchange Unless,Not assessed (no machine-readable text).,BSE DRHP
Manilam Industries India Ltd,Mumbai,Specialty Manufacturing (Industrial Products),manilamindustries.com,₹100–200 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Feb 2026,data.csv
Manisha Textiles Limited,"Survey No 6, House No 8 P, Gova MIDC, Vill Sarav ali, Bhiwandi -421302 Maharashtra, India. Registrar of Companies / RoC Registrar of Companies, Mumbai II, Maharashtra",See DRHP ‘Industry / Business overview’ section.,www.kfintech.com; www.manishatextiles.in; www.rarever.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Kapila Shardul Tikke Company Secretary; Ms. Kapila Shardul Tikke,ISO certification mentioned; subsidiary / group structure,BSE DRHP
Manoj Ceramic Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Krupa Thakkar; Mr. Manoj Dharamshi Rakhasiya; Mrs. Anjana Manoj Rakhasiya; Mr. Dhruv Manoj Rakhasiya; Mrs. Manasvi Dhruv Rakhasiya; Ms. Deepali Dhuri Telephone; Mr. Akash Manoj Rakhasiya; Mr. Aakash Manoj Rakhasiya; Mr. Manoj Dha; Mr. Manoj Dharamshi Rakhasiya Director,Not assessed (no machine-readable text).,BSE DRHP
Manoj Jewellers Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Vaneeta Khanna; Ms. Vaneeta Khanna. DIN Directors Identification Number; Mr. Manoj Kumar. MOA; Mr. Manoj Kumar; Mr. Sunil Shantilal; Ms. Raj Kumari; Ms. Shalu. For; Mr. Shantilal Sammirmal Jain. Stakeholders Relationship Committee; Ms. Raj Kumari. KEY PERFORMANCE INDICATORS Key,Not assessed (no machine-readable text).,BSE DRHP
Marc Loire Fashions Limited,"Plot No. 426/1, First Floor, Rani Khera Road, Village Mundaka, West Delhi, Delhi, India, 110041. Vasant Kuber Soni Company Secretary & Compliance Officer Email ID: csvasant@marcloire.in Tel No: +91 62009 62002 https://marcloire.com/ NAMES OF PROMOTERS OF THE COMPANY Mr. Arvind Kamboj, Mrs. Shaina Malhotra & Mr. Atul Malhotra DETAILS OF OFFER TO PUBLIC, PROMOTERS/SELLING SHAREHOLDERS",See DRHP ‘Industry / Business overview’ section.,https://marcloire.com/; www.finshoregroup.com; www.maashitla.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Arvind Kamboj,ISO certification mentioned,BSE DRHP
Markolines Traffic Controls Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Parag Sudhir Jagdale; Mr. Sanjay Bhanudas Patil; Mr. Karan Atul Bora,Not assessed (no machine-readable text).,BSE DRHP
Marushika Technology Ltd,Bengaluru,Specialty Manufacturing (IT/Tech Services),marushikatech.com,₹60–100 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Jan 2026,data.csv
Maruti Interior Products Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Deepali Malpani; Mr. Paresh P. Lunagaria; Mr. Purushotam R. Lunagaria THE ISSUE PUBLIC; Mr. Purushotam R. Lunagaria Promoter Group Such; Mr. Nirmal P. Lunagaria Company Secretary; Ms. Deepali Malpani Director,Not assessed (no machine-readable text).,BSE DRHP
Matangi Rubber Limited,"Subsequently, our Company was converted into a Public Limited Company under the Companies Act, 2013 pursuant to a special resolution passed by the shareholders of our Company on November 04, 2024 and the n ame was changed to “Matangi Rubber Limited” pursuant to a fresh Certificate of Incorporation dated November 26, 2024 issued by the Registrar of Companies, Central Processing Centre, bearing",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.matangirubber.com; www.sarthi.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Mohit Gupta,subsidiary / group structure,BSE DRHP
Max Supreme Textiles Ltd,"of our company, please see “History and Certain Corporate Matters” beginning on page139",See DRHP ‘Industry / Business overview’ section.,www.fedsec.in; www.kfintech.com; www.maxsupremetextiles.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Mayank Cattle Food Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mrs. Payalben Mrugesh Pandya Company Secretary; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Mr. Ankit Bharatbhai Vachhani; Mrs. Payalben Mrugesh Pandya,Not assessed (no machine-readable text).,BSE DRHP
MedEquip Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medequipdevices.com,₹70–120 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Dec 2025,data.csv
MedEquip Solutions Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medequipsolutions.com,₹70–120 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Dec 2025,data.csv
MediCore Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreadv.com,₹80–150 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Jan 2026,data.csv
MediCore Devices Ltd,Gurugram,Specialty Manufacturing (Medical Devices),medicoredevices.com,₹80–150 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Dec 2025,data.csv
MediCore Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreglobal.com,₹80–150 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Jan 2026,data.csv
MediEquip India Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediequipindia.com,₹70–120 Cr,"Matched in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Dec 2025,data.csv
